datetime,branch,gender,age,nps,csi,loyalty,ces,registration,doctor_consultation,nurse_service,pharmacy_service,laboratory,emergency_response,billing_process,facility_cleanliness,staff_friendliness,waiting_time,improvement_feedback
2025-03-10 20:52:00,Always Healthy Hospital Padang,Male,27,8,3,4,4,4,4,3,4,3,3,3,3,4,3,service good
2025-03-28 02:04:00,Always Healthy Hospital Jakarta,Female,43,9,4,3,4,5,5,3,4,5,4,3,5,3,3,service good
2025-03-27 06:43:00,Always Healthy Hospital Palembang,Male,57,10,4,5,4,5,4,4,3,4,3,4,4,4,4,service good
2025-03-25 09:38:00,Always Healthy Hospital Balikpapan,Female,48,9,4,4,4,4,4,5,3,4,5,4,4,4,4,service good
2025-03-23 22:02:00,Always Healthy Hospital Bogor,Male,22,4,3,4,4,3,4,4,2,4,4,4,4,4,3,improve Pharmacy Service
2025-03-02 16:41:00,Always Healthy Hospital Semarang,Female,47,6,4,3,4,4,3,4,4,4,4,5,3,4,4,service good
2025-03-21 18:20:00,Always Healthy Hospital Jakarta,Male,28,7,4,3,4,3,4,4,4,5,5,4,4,4,3,service good
2025-03-14 04:11:00,Always Healthy Hospital Manado,Female,65,9,4,5,4,4,4,4,5,4,4,4,5,4,4,service good
2025-03-07 09:14:00,Always Healthy Hospital Balikpapan,Male,40,2,4,4,4,4,5,3,5,5,4,4,4,5,5,service good
2025-03-24 11:50:00,Always Healthy Hospital Batam,Female,59,3,3,4,4,3,4,4,3,2,4,3,3,4,3,improve Laboratory
2025-03-28 02:50:00,Always Healthy Hospital Palembang,Male,63,10,4,3,5,4,4,5,5,5,4,4,4,4,4,service good
2025-03-19 08:12:00,Always Healthy Hospital Padang,Female,44,9,4,4,4,4,4,4,4,4,4,3,5,4,4,service good
2025-03-30 16:11:00,Always Healthy Hospital Makassar,Male,29,10,4,4,4,5,4,5,4,4,5,4,5,4,3,service good
2025-03-16 07:29:00,Always Healthy Hospital Batam,Female,48,1,4,3,4,4,4,5,5,4,3,3,5,4,4,service good
2025-03-07 01:30:00,Always Healthy Hospital Pekanbaru,Male,32,9,4,4,4,3,4,4,3,3,4,4,3,4,3,service good
2025-03-31 20:03:00,Always Healthy Hospital Batam,Female,21,9,4,4,4,4,4,4,5,4,4,3,4,2,3,improve Staff Friendliness
2025-03-25 05:15:00,Always Healthy Hospital Balikpapan,Male,49,8,4,4,4,4,5,4,4,4,4,4,4,4,4,service good
2025-03-27 06:31:00,Always Healthy Hospital Balikpapan,Female,51,2,4,3,4,3,4,4,4,4,5,4,4,3,4,service good
2025-03-29 23:53:00,Always Healthy Hospital Balikpapan,Male,64,8,4,4,3,4,3,4,4,3,4,3,3,4,4,service good
2025-03-05 16:18:00,Always Healthy Hospital Denpasar,Female,59,9,4,4,4,4,4,4,3,4,4,4,2,3,3,improve Facility Cleanliness
2025-03-24 17:50:00,Always Healthy Hospital Denpasar,Male,55,9,4,5,5,5,5,5,5,4,5,5,5,4,5,service good
2025-03-11 14:10:00,Always Healthy Hospital Surabaya,Female,29,10,5,3,4,3,4,4,3,4,3,4,4,3,3,service good
2025-03-01 03:52:00,Always Healthy Hospital Medan,Male,31,7,4,4,4,3,4,3,4,3,3,3,3,5,3,service good
2025-03-05 10:29:00,Always Healthy Hospital Denpasar,Female,46,9,4,3,3,4,4,4,4,4,4,4,4,3,3,service good
2025-03-31 17:51:00,Always Healthy Hospital Surabaya,Male,51,9,4,4,4,3,4,4,3,4,4,3,4,4,4,service good
2025-03-27 00:34:00,Always Healthy Hospital Malang,Female,52,10,4,5,4,5,4,4,5,5,5,4,4,5,4,service good
2025-03-16 13:58:00,Always Healthy Hospital Tangerang,Male,36,4,3,4,4,4,5,4,5,4,3,4,4,4,4,service good
2025-03-29 08:56:00,Always Healthy Hospital Banjarmasin,Female,56,9,5,4,4,5,4,4,5,3,4,4,4,4,4,service good
2025-03-07 19:02:00,Always Healthy Hospital Balikpapan,Male,31,8,4,4,4,3,4,4,5,4,3,3,3,3,3,service good
2025-03-24 18:01:00,Always Healthy Hospital Banjarmasin,Female,27,10,4,4,5,4,5,5,4,5,5,4,5,4,4,service good
2025-03-03 15:46:00,Always Healthy Hospital Manado,Male,60,9,4,4,4,3,4,4,4,4,3,4,3,4,3,service good
2025-03-18 15:14:00,Always Healthy Hospital Banjarmasin,Female,24,7,4,4,4,4,3,4,3,5,3,3,4,4,3,service good
2025-03-23 01:04:00,Always Healthy Hospital Balikpapan,Male,59,10,4,4,4,3,3,4,4,4,3,4,4,4,3,service good
2025-03-11 10:17:00,Always Healthy Hospital Balikpapan,Female,38,10,4,4,4,4,3,3,4,3,4,4,3,3,3,service good
2025-03-06 10:38:00,Always Healthy Hospital Manado,Male,30,10,4,4,4,3,4,5,5,4,4,3,4,3,4,service good
2025-03-28 17:21:00,Always Healthy Hospital Malang,Female,28,10,4,4,5,4,4,4,4,4,4,4,5,5,4,service good
2025-03-02 18:41:00,Always Healthy Hospital Malang,Male,33,9,3,3,3,3,2,3,4,3,5,3,4,4,2,"improve Doctor Consultation, Waiting Time"
2025-03-11 18:56:00,Always Healthy Hospital Banjarmasin,Female,35,7,3,3,4,3,3,4,4,3,3,2,4,4,3,improve Billing Process
2025-03-05 00:52:00,Always Healthy Hospital Yogyakarta,Male,28,8,4,3,4,3,3,4,4,3,4,4,4,3,3,service good
2025-03-21 17:38:00,Always Healthy Hospital Surabaya,Female,65,9,4,4,4,4,3,3,4,3,4,3,4,4,4,service good
2025-03-28 00:44:00,Always Healthy Hospital Bandung,Male,53,9,4,3,4,4,3,4,4,3,4,3,4,4,3,service good
2025-03-27 08:59:00,Always Healthy Hospital Surabaya,Female,43,3,3,3,3,3,4,3,4,3,3,3,3,3,2,improve Waiting Time
2025-03-09 22:19:00,Always Healthy Hospital Bogor,Male,33,10,4,4,3,4,4,4,4,3,3,3,4,4,4,service good
2025-03-06 22:24:00,Always Healthy Hospital Banjarmasin,Female,64,9,4,5,5,5,5,4,4,5,5,4,5,5,5,service good
2025-03-11 07:49:00,Always Healthy Hospital Malang,Male,65,10,3,4,4,4,4,3,3,4,4,3,3,3,4,service good
2025-03-05 22:17:00,Always Healthy Hospital Banjarmasin,Female,35,9,5,4,4,4,4,3,4,4,5,4,4,4,4,service good
2025-03-21 14:59:00,Always Healthy Hospital Depok,Male,57,2,3,3,3,4,3,3,4,5,3,3,3,4,3,service good
2025-03-25 02:32:00,Always Healthy Hospital Bogor,Female,33,10,4,4,4,3,4,3,4,3,4,3,4,4,4,service good
2025-03-08 21:25:00,Always Healthy Hospital Surabaya,Male,51,10,4,4,4,5,5,4,4,4,4,3,3,4,4,service good
2025-03-16 01:37:00,Always Healthy Hospital Bekasi,Female,46,7,4,4,4,4,3,4,4,4,3,4,4,3,4,service good
2025-03-29 12:40:00,Always Healthy Hospital Denpasar,Male,34,1,3,3,3,3,3,3,3,3,3,3,3,3,3,service good
2025-03-31 12:57:00,Always Healthy Hospital Batam,Female,57,10,5,5,5,5,4,5,5,4,4,3,5,4,4,service good
2025-03-03 13:21:00,Always Healthy Hospital Pekanbaru,Male,37,2,4,5,4,4,4,4,4,4,4,4,5,4,4,service good
2025-03-02 19:01:00,Always Healthy Hospital Batam,Female,58,7,3,4,4,3,4,4,5,4,4,4,3,4,4,service good
2025-03-24 06:52:00,Always Healthy Hospital Medan,Male,24,8,4,4,4,4,4,5,4,5,4,4,3,4,4,service good
2025-03-17 12:34:00,Always Healthy Hospital Denpasar,Female,57,9,4,4,4,5,4,4,4,4,5,4,4,5,3,service good
2025-03-29 20:35:00,Always Healthy Hospital Semarang,Male,27,4,3,4,4,3,4,5,4,4,4,4,4,4,4,service good
2025-03-09 06:17:00,Always Healthy Hospital Pekanbaru,Female,63,8,4,3,4,3,3,3,3,3,4,3,4,3,4,service good
2025-03-31 01:28:00,Always Healthy Hospital Balikpapan,Male,45,10,3,3,3,4,3,3,3,3,4,4,3,4,4,service good
2025-03-09 06:52:00,Always Healthy Hospital Batam,Female,50,8,4,5,4,4,4,4,3,4,3,4,3,5,4,service good
2025-03-16 22:50:00,Always Healthy Hospital Tangerang,Male,44,3,4,4,4,5,4,5,4,4,4,4,3,4,4,service good
2025-03-26 03:52:00,Always Healthy Hospital Bekasi,Female,43,7,4,4,4,4,4,4,4,4,4,3,4,4,4,service good
2025-03-04 11:15:00,Always Healthy Hospital Medan,Male,58,9,4,5,5,4,5,4,5,5,4,4,5,4,5,service good
2025-03-07 16:23:00,Always Healthy Hospital Malang,Female,58,9,4,4,4,5,5,4,4,5,5,5,4,4,4,service good
2025-03-04 23:28:00,Always Healthy Hospital Balikpapan,Male,54,8,4,4,3,3,3,4,4,4,2,3,3,3,3,improve Emergency Response
2025-03-29 04:26:00,Always Healthy Hospital Malang,Female,21,6,4,4,3,4,3,4,3,3,3,4,4,3,4,service good
2025-03-16 22:59:00,Always Healthy Hospital Depok,Male,40,2,4,4,4,3,4,4,4,3,4,3,4,4,4,service good
2025-03-21 15:41:00,Always Healthy Hospital Medan,Female,38,1,3,3,4,3,3,4,4,3,4,3,4,4,2,improve Waiting Time
2025-03-26 09:46:00,Always Healthy Hospital Bogor,Male,31,8,4,4,5,4,5,4,3,5,3,5,5,4,4,service good
2025-03-31 23:33:00,Always Healthy Hospital Medan,Female,26,9,4,4,4,4,5,5,4,4,4,3,3,4,3,service good
2025-03-22 02:07:00,Always Healthy Hospital Jakarta,Male,34,10,5,5,5,4,5,4,4,5,5,4,5,4,4,service good
2025-03-30 14:24:00,Always Healthy Hospital Tangerang,Female,28,7,4,4,4,3,4,4,3,3,4,4,3,4,4,service good
2025-03-28 23:35:00,Always Healthy Hospital Bogor,Male,55,10,4,4,4,4,5,3,4,5,5,4,3,4,4,service good
2025-03-06 02:45:00,Always Healthy Hospital Jakarta,Female,22,7,5,4,4,4,4,4,4,5,4,4,4,3,3,service good
2025-03-16 07:43:00,Always Healthy Hospital Malang,Male,50,8,4,4,4,4,4,4,5,5,5,4,5,4,4,service good
2025-03-29 09:48:00,Always Healthy Hospital Makassar,Female,56,3,3,3,3,4,5,3,3,3,3,4,4,4,4,service good
2025-03-05 08:11:00,Always Healthy Hospital Yogyakarta,Male,35,2,4,4,4,5,3,4,4,3,5,3,4,4,4,service good
2025-03-23 13:23:00,Always Healthy Hospital Banjarmasin,Female,53,7,3,4,4,4,4,3,4,4,4,3,4,4,4,service good
2025-04-20 03:42:00,Always Healthy Hospital Jakarta,Male,63,9,4,4,4,4,3,3,4,3,5,3,4,4,3,service good
2025-04-29 08:59:00,Always Healthy Hospital Jakarta,Female,28,9,4,5,4,4,4,4,4,4,4,3,5,4,3,service good
2025-04-28 20:10:00,Always Healthy Hospital Surabaya,Male,21,9,3,3,4,3,4,3,2,3,3,3,3,4,3,improve Pharmacy Service
2025-04-17 23:16:00,Always Healthy Hospital Bogor,Female,40,10,3,3,4,3,3,3,4,4,2,3,5,3,3,improve Emergency Response
2025-04-28 20:43:00,Always Healthy Hospital Medan,Male,36,7,4,4,5,3,3,5,4,4,4,4,4,4,4,service good
2025-04-25 09:12:00,Always Healthy Hospital Bandung,Female,65,7,4,4,4,3,4,4,5,4,4,4,5,3,4,service good
2025-04-07 14:01:00,Always Healthy Hospital Medan,Male,23,9,4,3,4,4,4,5,3,4,4,3,4,3,3,service good
2025-04-20 10:34:00,Always Healthy Hospital Balikpapan,Female,34,7,4,4,4,3,3,4,4,4,5,4,4,5,3,service good
2025-04-26 18:34:00,Always Healthy Hospital Surabaya,Male,42,6,4,3,4,5,4,4,3,3,4,3,4,5,3,service good
2025-04-07 18:56:00,Always Healthy Hospital Bogor,Female,34,10,3,4,3,4,3,4,4,4,4,3,4,4,4,service good
2025-04-25 17:47:00,Always Healthy Hospital Malang,Male,26,10,3,3,4,4,4,3,4,4,4,2,4,3,2,"improve Billing Process, Waiting Time"
2025-04-18 03:32:00,Always Healthy Hospital Batam,Female,46,7,4,4,4,5,4,4,4,3,4,4,4,4,3,service good
2025-04-17 04:58:00,Always Healthy Hospital Denpasar,Male,60,9,4,4,4,3,4,5,5,3,4,4,4,4,4,service good
2025-04-21 21:13:00,Always Healthy Hospital Tangerang,Female,41,6,4,4,4,4,3,3,3,3,4,3,3,5,3,service good
2025-04-22 20:42:00,Always Healthy Hospital Surabaya,Male,44,2,3,3,3,3,4,4,3,3,3,3,3,3,3,service good
2025-04-19 05:34:00,Always Healthy Hospital Denpasar,Female,26,8,4,5,4,4,3,4,4,4,4,4,5,4,4,service good
2025-04-18 08:00:00,Always Healthy Hospital Denpasar,Male,58,9,4,4,3,4,3,3,4,3,3,4,3,3,4,service good
2025-04-12 22:43:00,Always Healthy Hospital Manado,Female,28,10,4,4,4,5,4,5,4,5,3,4,4,3,4,service good
2025-04-25 15:55:00,Always Healthy Hospital Padang,Male,64,7,4,4,4,3,4,4,4,3,4,4,3,4,3,service good
2025-04-02 08:49:00,Always Healthy Hospital Denpasar,Female,51,8,3,4,4,5,3,4,3,4,4,5,4,4,3,service good
2025-04-20 21:31:00,Always Healthy Hospital Semarang,Male,55,8,4,4,4,4,4,4,4,4,4,4,4,3,4,service good
2025-04-09 14:19:00,Always Healthy Hospital Jakarta,Female,42,2,4,5,3,4,3,5,4,5,4,4,3,4,3,service good
2025-04-13 10:45:00,Always Healthy Hospital Depok,Male,26,10,4,4,4,4,4,4,4,4,4,3,4,4,4,service good
2025-04-06 02:09:00,Always Healthy Hospital Surabaya,Female,64,9,4,3,4,4,4,4,4,3,3,3,3,4,4,service good
2025-04-10 22:32:00,Always Healthy Hospital Batam,Male,65,8,3,3,3,3,4,4,4,3,3,3,4,3,3,service good
2025-04-15 13:04:00,Always Healthy Hospital Banjarmasin,Female,55,5,4,4,4,4,4,4,4,4,4,4,4,4,4,service good
2025-04-07 00:58:00,Always Healthy Hospital Pekanbaru,Male,37,10,3,3,3,2,3,3,3,2,3,3,2,2,2,"improve Registration, Laboratory, Facility Cleanliness, Staff Friendliness, Waiting Time"
2025-04-07 13:42:00,Always Healthy Hospital Bandung,Female,33,7,4,4,4,5,4,5,4,3,4,3,4,4,3,service good
2025-04-24 14:56:00,Always Healthy Hospital Bogor,Male,34,9,4,3,3,4,4,4,4,2,4,3,4,4,3,improve Laboratory
2025-04-13 18:45:00,Always Healthy Hospital Pekanbaru,Female,34,9,4,4,3,3,4,3,3,4,4,4,3,4,3,service good
2025-04-26 16:10:00,Always Healthy Hospital Palembang,Male,64,9,4,4,4,4,5,4,5,4,4,4,4,5,4,service good
2025-04-02 01:10:00,Always Healthy Hospital Bekasi,Female,35,7,4,4,4,4,5,4,3,4,4,3,4,4,4,service good
2025-04-21 07:27:00,Always Healthy Hospital Bekasi,Male,47,7,4,3,4,4,5,4,4,4,4,3,4,4,3,service good
2025-04-28 15:42:00,Always Healthy Hospital Bogor,Female,46,9,4,4,4,4,3,4,5,3,3,3,4,3,4,service good
2025-04-30 18:58:00,Always Healthy Hospital Semarang,Male,32,10,4,3,3,3,4,3,5,3,2,4,4,4,3,improve Emergency Response
2025-04-16 12:42:00,Always Healthy Hospital Depok,Female,50,6,3,5,4,4,4,4,4,4,4,4,4,3,4,service good
2025-04-16 22:54:00,Always Healthy Hospital Manado,Male,28,1,4,5,4,5,5,4,4,3,4,4,4,5,4,service good
2025-04-06 23:38:00,Always Healthy Hospital Tangerang,Female,50,10,4,4,4,4,4,3,4,4,4,3,3,5,3,service good
2025-04-21 14:56:00,Always Healthy Hospital Malang,Male,38,0,4,4,4,5,4,4,4,3,4,3,3,4,4,service good
2025-04-06 03:06:00,Always Healthy Hospital Tangerang,Female,56,6,4,4,4,4,5,4,4,5,4,4,4,5,4,service good
2025-04-10 20:37:00,Always Healthy Hospital Padang,Male,38,7,4,4,4,4,4,4,4,4,4,4,4,5,3,service good
2025-04-25 14:59:00,Always Healthy Hospital Balikpapan,Female,34,7,4,3,3,3,2,3,3,4,4,4,4,3,4,improve Doctor Consultation
2025-04-18 10:26:00,Always Healthy Hospital Bogor,Male,34,8,3,3,4,3,3,4,3,3,3,3,3,3,3,service good
2025-04-20 15:30:00,Always Healthy Hospital Depok,Female,35,7,4,5,4,5,4,5,3,4,5,4,4,4,5,service good
2025-04-05 13:51:00,Always Healthy Hospital Balikpapan,Male,51,10,4,3,4,4,5,4,4,4,5,4,3,5,3,service good
2025-04-17 22:44:00,Always Healthy Hospital Denpasar,Female,21,7,4,3,3,4,4,4,4,4,4,3,4,4,3,service good
2025-04-21 08:19:00,Always Healthy Hospital Yogyakarta,Male,53,6,3,3,3,3,2,3,3,2,4,3,4,3,3,"improve Doctor Consultation, Laboratory"
2025-04-07 11:14:00,Always Healthy Hospital Jakarta,Female,32,10,5,5,4,4,4,4,5,5,5,4,5,4,4,service good
2025-04-13 17:12:00,Always Healthy Hospital Manado,Male,37,0,3,4,4,4,4,4,4,3,4,4,3,3,3,service good
2025-04-12 07:02:00,Always Healthy Hospital Surabaya,Female,62,6,4,4,4,3,3,4,4,4,3,4,3,4,3,service good
2025-04-22 20:31:00,Always Healthy Hospital Surabaya,Male,60,10,3,4,4,4,2,4,4,4,4,3,4,3,4,improve Doctor Consultation
2025-04-04 05:13:00,Always Healthy Hospital Malang,Female,29,10,4,4,4,3,3,4,4,4,4,4,4,4,3,service good
2025-04-29 17:13:00,Always Healthy Hospital Jakarta,Male,24,8,4,5,4,5,4,4,4,4,4,4,4,4,4,service good
2025-04-14 03:24:00,Always Healthy Hospital Palembang,Female,27,7,4,5,4,5,4,4,4,4,4,4,4,4,4,service good
2025-04-04 15:42:00,Always Healthy Hospital Manado,Male,36,5,4,4,4,5,3,3,3,3,5,5,4,3,4,service good
2025-04-05 19:05:00,Always Healthy Hospital Bandung,Female,60,10,4,4,4,3,5,4,4,5,4,4,4,3,3,service good
2025-04-02 08:48:00,Always Healthy Hospital Makassar,Male,30,8,5,5,5,4,4,4,5,5,4,5,5,4,4,service good
2025-04-13 09:58:00,Always Healthy Hospital Bekasi,Female,56,10,4,4,4,4,4,4,4,4,5,3,3,5,4,service good
2025-04-19 02:48:00,Always Healthy Hospital Bekasi,Male,47,9,4,4,4,5,4,5,5,4,5,3,5,5,4,service good
2025-04-07 23:57:00,Always Healthy Hospital Surabaya,Female,52,6,4,4,4,4,4,4,4,4,4,3,4,5,4,service good
2025-04-09 08:51:00,Always Healthy Hospital Semarang,Male,39,9,4,3,4,4,3,4,4,3,3,3,4,4,3,service good
2025-04-02 17:17:00,Always Healthy Hospital Pekanbaru,Female,27,9,4,3,4,4,3,4,3,4,4,3,4,3,4,service good
2025-04-05 19:35:00,Always Healthy Hospital Yogyakarta,Male,40,10,4,4,4,4,3,4,4,4,4,4,3,4,4,service good
2025-04-08 05:57:00,Always Healthy Hospital Padang,Female,34,9,5,4,5,5,4,4,5,4,5,4,4,5,4,service good
2025-04-03 17:21:00,Always Healthy Hospital Tangerang,Male,46,9,4,4,5,5,5,5,4,4,4,4,4,4,4,service good
2025-04-12 11:28:00,Always Healthy Hospital Makassar,Female,23,10,4,4,4,3,4,4,4,4,3,4,3,3,4,service good
2025-04-28 17:32:00,Always Healthy Hospital Padang,Male,47,7,4,4,4,3,5,5,4,5,5,4,4,4,5,service good
2025-04-01 11:37:00,Always Healthy Hospital Manado,Female,33,9,4,4,4,3,4,4,4,3,5,3,4,5,4,service good
2025-04-02 10:58:00,Always Healthy Hospital Banjarmasin,Male,50,10,4,4,4,4,5,5,4,3,4,3,4,5,3,service good
2025-04-17 04:36:00,Always Healthy Hospital Bandung,Female,27,7,3,3,3,3,3,3,4,4,4,3,3,4,3,service good
2025-04-11 11:52:00,Always Healthy Hospital Bekasi,Male,21,10,4,5,4,3,4,4,4,3,3,3,5,5,3,service good
2025-04-22 22:00:00,Always Healthy Hospital Batam,Female,50,9,4,4,4,4,4,4,4,4,4,3,3,4,3,service good
2025-04-27 05:46:00,Always Healthy Hospital Semarang,Male,31,9,4,4,4,4,4,4,4,4,4,4,4,3,4,service good
2025-04-04 16:02:00,Always Healthy Hospital Padang,Female,57,10,4,4,4,4,4,4,3,3,3,4,4,3,4,service good
2025-04-02 05:04:00,Always Healthy Hospital Padang,Male,52,9,4,4,4,4,4,4,3,4,4,3,4,4,4,service good
2025-04-14 13:26:00,Always Healthy Hospital Palembang,Female,41,5,3,4,3,3,4,4,3,4,4,3,3,3,3,service good
2025-04-28 15:29:00,Always Healthy Hospital Pekanbaru,Male,28,7,5,5,4,4,4,3,4,5,5,5,4,4,4,service good
2025-04-24 00:12:00,Always Healthy Hospital Semarang,Female,56,0,4,3,4,4,4,5,3,3,4,4,4,4,3,service good
2025-04-20 18:15:00,Always Healthy Hospital Jakarta,Male,50,9,4,3,4,4,4,3,4,4,4,4,3,3,4,service good
2025-04-15 15:18:00,Always Healthy Hospital Bandung,Female,30,6,4,5,4,4,4,4,4,4,4,3,4,3,3,service good
2025-04-05 12:10:00,Always Healthy Hospital Balikpapan,Male,29,9,4,4,4,3,4,3,5,4,5,3,4,4,4,service good
2025-04-11 10:06:00,Always Healthy Hospital Padang,Female,21,9,4,4,3,4,3,4,4,5,4,4,4,4,4,service good
2025-04-01 19:49:00,Always Healthy Hospital Bekasi,Male,38,7,4,3,4,3,3,5,3,4,4,3,4,3,4,service good
2025-04-24 00:47:00,Always Healthy Hospital Bekasi,Female,38,10,3,3,3,4,3,3,3,4,3,3,4,4,3,service good
2025-04-09 20:46:00,Always Healthy Hospital Semarang,Male,45,7,4,5,4,4,4,4,4,3,4,4,5,5,4,service good
2025-04-05 13:57:00,Always Healthy Hospital Pekanbaru,Female,62,8,4,4,4,4,4,4,3,5,5,3,3,3,4,service good
2025-04-23 14:29:00,Always Healthy Hospital Denpasar,Male,29,9,4,4,4,5,4,4,4,3,4,3,3,5,4,service good
2025-04-07 12:02:00,Always Healthy Hospital Batam,Female,40,0,3,3,3,4,3,4,4,2,4,3,4,3,2,"improve Laboratory, Waiting Time"
2025-04-29 08:48:00,Always Healthy Hospital Palembang,Male,43,2,4,4,4,5,4,4,4,3,5,4,4,3,3,service good
2025-04-07 09:06:00,Always Healthy Hospital Tangerang,Female,43,9,4,4,4,4,4,3,4,4,5,4,4,5,4,service good
2025-04-16 12:26:00,Always Healthy Hospital Medan,Male,27,7,4,5,4,5,4,4,4,5,4,4,3,4,4,service good
2025-04-09 06:54:00,Always Healthy Hospital Tangerang,Female,58,0,4,4,5,5,4,4,4,4,4,4,5,4,4,service good
2025-04-14 20:40:00,Always Healthy Hospital Pekanbaru,Male,55,6,4,4,4,5,4,4,4,5,4,3,4,5,4,service good
2025-04-24 06:02:00,Always Healthy Hospital Batam,Female,55,2,4,3,4,4,3,4,4,3,4,4,4,4,4,service good
2025-04-07 03:51:00,Always Healthy Hospital Tangerang,Male,48,8,4,4,4,4,4,4,4,5,5,4,4,4,4,service good
2025-04-01 11:16:00,Always Healthy Hospital Yogyakarta,Female,50,9,5,4,5,4,4,5,4,5,5,4,5,5,4,service good
2025-04-13 13:32:00,Always Healthy Hospital Depok,Male,54,10,4,4,4,5,4,4,4,4,4,4,5,4,4,service good
2025-04-28 01:31:00,Always Healthy Hospital Jakarta,Female,53,8,4,5,4,4,4,4,4,5,4,4,3,4,4,service good
2025-04-24 19:42:00,Always Healthy Hospital Surabaya,Male,57,9,4,4,4,3,3,4,4,3,4,3,3,4,4,service good
2025-04-05 03:54:00,Always Healthy Hospital Balikpapan,Female,60,1,3,3,3,3,2,4,3,3,3,3,2,3,3,"improve Doctor Consultation, Facility Cleanliness"
2025-04-28 17:35:00,Always Healthy Hospital Pekanbaru,Male,40,10,4,3,4,4,3,4,5,4,4,4,4,4,3,service good
2025-04-10 13:57:00,Always Healthy Hospital Depok,Female,33,9,4,4,4,4,4,3,4,4,4,4,4,4,4,service good
2025-04-25 18:01:00,Always Healthy Hospital Banjarmasin,Male,35,10,4,4,4,4,4,4,5,4,4,4,5,4,4,service good
2025-04-25 11:24:00,Always Healthy Hospital Pekanbaru,Female,38,9,4,4,5,3,4,4,5,5,5,3,4,4,4,service good
2025-04-16 11:09:00,Always Healthy Hospital Semarang,Male,28,10,3,3,3,4,4,4,4,3,3,3,3,3,3,service good
2025-04-09 03:56:00,Always Healthy Hospital Palembang,Female,48,9,4,3,3,3,4,4,4,4,4,3,4,3,3,service good
2025-04-08 04:52:00,Always Healthy Hospital Surabaya,Male,31,10,4,4,4,5,3,4,4,5,4,4,5,4,4,service good
2025-04-11 02:29:00,Always Healthy Hospital Jakarta,Female,43,0,4,4,4,4,5,3,4,3,5,4,4,4,4,service good
2025-04-27 15:05:00,Always Healthy Hospital Yogyakarta,Male,21,9,4,4,4,5,3,4,4,5,4,4,4,4,3,service good
2025-04-20 13:53:00,Always Healthy Hospital Depok,Female,45,10,4,4,4,4,3,4,3,3,4,3,5,4,4,service good
2025-04-01 03:54:00,Always Healthy Hospital Malang,Male,36,7,4,4,4,4,5,3,4,4,4,4,4,4,5,service good
2025-04-06 21:20:00,Always Healthy Hospital Depok,Female,54,7,4,3,4,3,4,3,4,4,3,4,3,3,4,service good
2025-04-02 02:57:00,Always Healthy Hospital Palembang,Male,28,9,5,3,4,4,4,4,4,5,4,3,5,3,4,service good
2025-04-12 09:54:00,Always Healthy Hospital Bekasi,Female,26,9,4,4,4,4,3,5,5,4,3,4,4,4,3,service good
2025-04-29 06:02:00,Always Healthy Hospital Makassar,Male,64,10,4,5,5,5,4,5,4,5,5,4,4,5,3,service good
2025-04-30 23:45:00,Always Healthy Hospital Tangerang,Female,57,5,3,4,4,3,5,3,4,3,3,3,4,3,4,service good
2025-04-15 13:45:00,Always Healthy Hospital Bandung,Male,45,10,4,4,4,4,4,4,4,4,5,4,4,4,4,service good
2025-04-27 14:00:00,Always Healthy Hospital Tangerang,Female,26,6,4,5,3,3,4,4,4,4,4,4,4,4,3,service good
2025-04-12 21:22:00,Always Healthy Hospital Pekanbaru,Male,51,3,4,3,4,3,4,4,4,4,4,4,4,4,3,service good
2025-04-11 15:17:00,Always Healthy Hospital Bandung,Female,24,10,3,4,4,3,4,3,4,4,3,4,4,3,3,service good
2025-04-12 20:39:00,Always Healthy Hospital Denpasar,Male,48,9,4,5,4,4,3,3,4,4,4,4,3,4,4,service good
2025-04-05 03:13:00,Always Healthy Hospital Malang,Female,26,4,3,4,4,3,4,4,4,3,3,3,4,3,3,service good
2025-04-13 13:55:00,Always Healthy Hospital Banjarmasin,Male,26,8,4,4,4,4,5,4,4,4,5,3,5,5,4,service good
2025-04-08 06:51:00,Always Healthy Hospital Banjarmasin,Female,53,10,4,4,5,4,5,4,4,3,4,3,4,4,3,service good
2025-04-04 07:42:00,Always Healthy Hospital Jakarta,Male,33,7,4,4,3,3,4,3,4,4,4,3,4,4,3,service good
2025-04-14 11:35:00,Always Healthy Hospital Manado,Female,34,9,4,4,4,4,4,3,5,4,4,4,4,4,4,service good
2025-04-19 04:58:00,Always Healthy Hospital Pekanbaru,Male,47,10,4,4,5,3,4,4,3,4,3,4,5,4,3,service good
2025-04-29 06:05:00,Always Healthy Hospital Bekasi,Female,59,10,5,4,5,4,5,5,4,5,5,4,5,5,4,service good
2025-04-03 14:31:00,Always Healthy Hospital Palembang,Male,46,9,4,4,3,3,4,3,4,4,4,3,3,3,3,service good
2025-04-01 18:40:00,Always Healthy Hospital Medan,Female,24,8,4,3,3,4,4,3,4,4,3,3,4,3,3,service good
2025-04-25 14:41:00,Always Healthy Hospital Makassar,Male,55,5,3,4,3,4,3,3,4,4,3,3,4,4,3,service good
2025-04-29 22:55:00,Always Healthy Hospital Makassar,Female,29,8,5,5,5,5,4,4,5,5,4,4,4,5,5,service good
2025-04-07 19:58:00,Always Healthy Hospital Balikpapan,Male,21,10,3,3,3,3,3,3,3,3,4,3,3,3,3,service good
